Dept_Name,Expense_Class,Object_Expenditure,Approp_Type,2024_Actual,2025_Program,2026_GAA,Page_No
Department of Trade and Industry (DTI),Other Compensation Common to All,Productivity Enhancement Incentive,None,15574,16705,17140,70
Department of Trade and Industry (DTI),Other Compensation Common to All,Per Diems,None,1210,1921,1927,70
Department of Trade and Industry (DTI),Other Compensation Common to All,Step Increment,None,0,4771,5701,70
Department of Trade and Industry (DTI),Other Compensation Common to All,Performance Based Bonus,None,89287,0,0,70
Department of Trade and Industry (DTI),Other Compensation Common to All,Collective Negotiation Agreement,None,47057,0,0,70
Department of Trade and Industry (DTI),Other Compensation for Specific Groups,Magna Carta for Science & Technology Personnel,None,5022,4486,4486,70
Department of Trade and Industry (DTI),Other Compensation for Specific Groups,Overseas Allowance,None,145790,176447,226600,70
Department of Trade and Industry (DTI),Other Compensation for Specific Groups,Hazard Duty Pay,None,616,0,0,70
Department of Trade and Industry (DTI),Other Compensation for Specific Groups,Other Personnel Benefits,None,57517,0,0,70
Department of Trade and Industry (DTI),Other Compensation for Specific Groups,Anniversary Bonus Civilian,None,899,2436,0,70
Department of Trade and Industry (DTI),Other Benefits,Retirement and Life Insurance Premiums,None,244859,229121,273827,70
Department of Trade and Industry (DTI),Other Benefits,PAG-IBIG Contributions,None,7890,8008,8215,70
Department of Trade and Industry (DTI),Other Benefits,PhilHealth Contributions,None,48378,45690,53480,70
Department of Trade and Industry (DTI),Other Benefits,Employees Compensation Insurance Premiums,None,4208,3995,4101,70
Department of Trade and Industry (DTI),Other Benefits,Terminal Leave,None,95359,50481,61870,70
Department of Trade and Industry (DTI),Maintenance and Other Operating Services,Travelling Expenses,None,356327,413593,419575,71
Department of Trade and Industry (DTI),Maintenance and Other Operating Services,Training and Scholarship Expenses,None,454008,363576,370138,71
Department of Trade and Industry (DTI),Maintenance and Other Operating Services,Supplies and Materials Expenses,None,185140,218037,221379,71
Department of Trade and Industry (DTI),Maintenance and Other Operating Services,Utility Expenses,None,113829,114934,127701,71
Department of Trade and Industry (DTI),Maintenance and Other Operating Services,Communication Expenses,None,91629,256858,256685,71
Department of Trade and Industry (DTI),Maintenance and Other Operating Services,Awards/Rewards and Prizes,None,23009,13058,58106,71
Department of Trade and Industry (DTI),Maintenance and Other Operating Services,Survey Research Exploration and Development Expenses,None,514,1000,2000,71
Department of Trade and Industry (DTI),Maintenance and Other Operating Services,Demolition/Relocation and Desilting/Dredging Expenses,None,21145,0,0,71
Department of Trade and Industry (DTI),Maintenance and Other Operating Services,Professional Services,None,1153144,938878,1003824,71
Department of Trade and Industry (DTI),Maintenance and Other Operating Services,General Services,None,364160,382802,390895,71
Department of Trade and Industry (DTI),Maintenance and Other Operating Services,Repairs and Maintenance,None,52961,115475,87505,71
Department of Trade and Industry (DTI),Maintenance and Other Operating Services,Financial Assistance/Subsidy,None,1430929,557972,288500,71
Department of Trade and Industry (DTI),Maintenance and Other Operating Services,Taxes Insurance Premiums and Other Fees,None,31398,29662,42033,71
Department of Trade and Industry (DTI),Maintenance and Other Operating Services,Extraordinary and Miscellaneous Expenses,None,14009,14028,14940,71
Department of Trade and Industry (DTI),Maintenance and Other Operating Services,Advertising Expenses,None,37665,25579,45110,71
Department of Trade and Industry (DTI),Maintenance and Other Operating Services,Printing and Publication Expenses,None,34099,37011,54962,71
Department of Trade and Industry (DTI),Maintenance and Other Operating Services,Representation Expenses,None,240507,202685,285642,71
Department of Trade and Industry (DTI),Maintenance and Other Operating Services,Transportation and Delivery Expenses,None,16225,30559,33040,71
Department of Trade and Industry (DTI),Maintenance and Other Operating Services,Rent/Lease Expenses,None,824428,1012906,1117606,71
Department of Trade and Industry (DTI),Maintenance and Other Operating Services,Membership Dues and Contributions to Organizations,None,714,925,4751,71
Department of Trade and Industry (DTI),Maintenance and Other Operating Services,Subscription Expenses,None,76860,284964,227080,71
Department of Trade and Industry (DTI),Maintenance and Other Operating Services,Bank Transaction Fee,None,5400,0,3,71
Department of Trade and Industry (DTI),Maintenance and Other Operating Services,Other Maintenance and Operating Expenses,None,62472,647822,404364,71
Department of Trade and Industry (DTI),Capital Outlays,Infrastructure Outlay,None,2984,0,0,72
Department of Trade and Industry (DTI),Capital Outlays,Buildings and Other Structures,None,25190,6912,10000,72
Department of Trade and Industry (DTI),Capital Outlays,Machinery and Equipment Outlay,None,487413,799147,743264,72
Department of Trade and Industry (DTI),Capital Outlays,Transportation Equipment Outlay,None,41967,75980,229160,72
Department of Trade and Industry (DTI),Capital Outlays,Furniture Fixtures and Books Outlay,None,0,500,0,72
Department of Trade and Industry (DTI),Capital Outlays,Intangible Assets Outlay,None,11332,44659,33140,72
Department of Transportation (DOTr),Salaries and other Lump-sums,Basic Salary,None,2680051,2529033,3014485,72
Department of Transportation (DOTr),Other Compensation Common to All,Personnel Economic Relief Allowance,None,195833,154944,161352,72
Department of Transportation (DOTr),Other Compensation Common to All,Representation Allowance,None,43335,38118,39582,72
Department of Transportation (DOTr),Other Compensation Common to All,Transportation Allowance,None,34013,37974,39306,72
Department of Transportation (DOTr),Other Compensation Common to All,Clothing and Uniform Allowance,None,57579,45192,47061,72
Department of Transportation (DOTr),Other Compensation Common to All,Honoraria,None,22941,21948,31171,72
Department of Transportation (DOTr),Other Compensation Common to All,Overtime Pay,None,53266,0,0,72
Department of Transportation (DOTr),Other Compensation Common to All,Year End Bonus,None,261060,210759,251208,72
Department of Transportation (DOTr),Other Compensation Common to All,Mid-Year Bonus Civilian,None,247547,210759,251208,72
Department of Transportation (DOTr),Other Compensation Common to All,Cash Gift,None,41580,32280,33615,73
Department of Transportation (DOTr),Other Compensation Common to All,Productivity Enhancement Incentive,None,42790,32280,33070,73
Department of Transportation (DOTr),Other Compensation Common to All,Per Diems,None,57,306,306,73
Department of Transportation (DOTr),Other Compensation Common to All,Step Increment,None,0,6140,7535,73
Department of Transportation (DOTr),Other Compensation Common to All,Performance Based Bonus,None,40385,0,0,73
Department of Transportation (DOTr),Other Compensation Common to All,Collective Negotiation Agreement,None,182519,0,0,73
Department of Transportation (DOTr),Other Compensation for Specific Groups,Magna Carta for Public Health Workers,None,1791,21265,109045,73
Department of Transportation (DOTr),Other Compensation for Specific Groups,Hazard Duty Pay,None,20,0,0,73
Department of Transportation (DOTr),Other Compensation for Specific Groups,Allowance of Attorney's de Officio,None,75,0,0,73
Department of Transportation (DOTr),Other Compensation for Specific Groups,Special Hardship Allowance,None,139,0,0,73
Department of Transportation (DOTr),Other Compensation for Specific Groups,Other Personnel Benefits,None,774944,648,1956,73
Department of Transportation (DOTr),Other Compensation for Specific Groups,Anniversary Bonus Civilian,None,9081,6300,0,73
Department of Transportation (DOTr),Other Benefits,Retirement and Life Insurance Premiums,None,328991,303484,361734,73
Department of Transportation (DOTr),Other Benefits,PAG-IBIG Contributions,None,18935,15494,16135,73
Department of Transportation (DOTr),Other Benefits,PhilHealth Contributions,None,75077,62019,73005,73
Department of Transportation (DOTr),Other Benefits,Employees Compensation Insurance Premiums,None,9767,7747,8067,73
Department of Transportation (DOTr),Other Benefits,Terminal Leave,None,135729,110339,128108,73
Department of Transportation (DOTr),Other Benefits,Loyalty Award Civilian,None,3285,2905,1530,73
Department of Transportation (DOTr),Permanent Positions,Base Pay,None,11851795,11357296,12399851,73
Department of Transportation (DOTr),Permanent Positions,Creation of New Positions,None,0,599912,1161705,73
Department of Transportation (DOTr),Other Compensation Common to All,Personnel Economic Relief Allowance,None,757163,730320,823704,74
Department of Transportation (DOTr),Other Compensation Common to All,Clothing/ Uniform Allowance,None,692937,160849,303454,74
Department of Transportation (DOTr),Other Compensation Common to All,Subsistence Allowance,None,1712352,1666044,4384508,74
Department of Transportation (DOTr),Other Compensation Common to All,Laundry Allowance,None,12181,12171,13886,74
Department of Transportation (DOTr),Other Compensation Common to All,Quarters Allowance,None,143934,159703,180336,74
Department of Transportation (DOTr),Other Compensation Common to All,Longevity Pay,None,1016614,1534970,1534970,74
Department of Transportation (DOTr),Other Compensation Common to All,Mid-Year Bonus Military/Uniformed Personnel,None,1009098,946444,1034005,74
Department of Transportation (DOTr),Other Compensation Common to All,Year-end Bonus,None,996519,946444,1034005,74
